dataset,path,class_id,target_index,target_label,predicted_index,predicted_class,top1_confidence,is_correct
imagenette,data/imagenette2-320/val/n01440764/n01440764_10290.JPEG,n01440764,0,tench,0,tench,0.6638240814208984,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_10320.JPEG,n01440764,0,tench,0,tench,0.4743664562702179,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_10331.JPEG,n01440764,0,tench,394,sturgeon,0.2512010335922241,False
imagenette,data/imagenette2-320/val/n01440764/n01440764_10342.JPEG,n01440764,0,tench,0,tench,0.43762102723121643,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_10361.JPEG,n01440764,0,tench,0,tench,0.4803621768951416,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_10380.JPEG,n01440764,0,tench,0,tench,0.38763853907585144,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_10382.JPEG,n01440764,0,tench,0,tench,0.5291784405708313,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_10410.JPEG,n01440764,0,tench,0,tench,0.5391724705696106,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_10462.JPEG,n01440764,0,tench,0,tench,0.4891338348388672,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_10470.JPEG,n01440764,0,tench,0,tench,0.443413108587265,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_10482.JPEG,n01440764,0,tench,0,tench,0.5163248181343079,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_10491.JPEG,n01440764,0,tench,0,tench,0.5419563055038452,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_10531.JPEG,n01440764,0,tench,0,tench,0.488859623670578,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_10542.JPEG,n01440764,0,tench,0,tench,0.35239288210868835,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_10550.JPEG,n01440764,0,tench,0,tench,0.36184370517730713,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_10592.JPEG,n01440764,0,tench,0,tench,0.7108152508735657,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_10740.JPEG,n01440764,0,tench,0,tench,0.4121224880218506,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_10792.JPEG,n01440764,0,tench,0,tench,0.4411599934101105,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_10812.JPEG,n01440764,0,tench,0,tench,0.6824605464935303,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_10822.JPEG,n01440764,0,tench,0,tench,0.5379229187965393,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_10852.JPEG,n01440764,0,tench,0,tench,0.3998792767524719,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_1091.JPEG,n01440764,0,tench,0,tench,0.45115652680397034,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_10910.JPEG,n01440764,0,tench,0,tench,0.4558587670326233,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_11011.JPEG,n01440764,0,tench,0,tench,0.6003805994987488,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_11151.JPEG,n01440764,0,tench,0,tench,0.43707773089408875,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_11170.JPEG,n01440764,0,tench,0,tench,0.5013095140457153,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_11190.JPEG,n01440764,0,tench,0,tench,0.592583954334259,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_11211.JPEG,n01440764,0,tench,0,tench,0.5565540194511414,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_11281.JPEG,n01440764,0,tench,0,tench,0.48281365633010864,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_11331.JPEG,n01440764,0,tench,0,tench,0.42252734303474426,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_11350.JPEG,n01440764,0,tench,0,tench,0.45341330766677856,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_11400.JPEG,n01440764,0,tench,0,tench,0.5379013419151306,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_1141.JPEG,n01440764,0,tench,0,tench,0.2817543148994446,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_11420.JPEG,n01440764,0,tench,0,tench,0.458374947309494,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_11570.JPEG,n01440764,0,tench,0,tench,0.47976386547088623,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_11590.JPEG,n01440764,0,tench,0,tench,0.5269157886505127,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_11602.JPEG,n01440764,0,tench,0,tench,0.6642179489135742,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_11612.JPEG,n01440764,0,tench,0,tench,0.7097682952880859,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_11650.JPEG,n01440764,0,tench,0,tench,0.509917676448822,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_11652.JPEG,n01440764,0,tench,0,tench,0.5345606803894043,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_11750.JPEG,n01440764,0,tench,0,tench,0.4514555335044861,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_11762.JPEG,n01440764,0,tench,0,tench,0.4542362093925476,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_11830.JPEG,n01440764,0,tench,0,tench,0.4687878489494324,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_11841.JPEG,n01440764,0,tench,0,tench,0.46897053718566895,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_11881.JPEG,n01440764,0,tench,0,tench,0.47699210047721863,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_11930.JPEG,n01440764,0,tench,0,tench,0.48078346252441406,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_11972.JPEG,n01440764,0,tench,0,tench,0.5885923504829407,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_12021.JPEG,n01440764,0,tench,0,tench,0.4816136658191681,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_12040.JPEG,n01440764,0,tench,0,tench,0.39964523911476135,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_12090.JPEG,n01440764,0,tench,0,tench,0.5184333920478821,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_12100.JPEG,n01440764,0,tench,0,tench,0.44183146953582764,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_12111.JPEG,n01440764,0,tench,0,tench,0.3622446060180664,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_12131.JPEG,n01440764,0,tench,0,tench,0.5341175198554993,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_12151.JPEG,n01440764,0,tench,0,tench,0.43383151292800903,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_12182.JPEG,n01440764,0,tench,0,tench,0.5671394467353821,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_12211.JPEG,n01440764,0,tench,0,tench,0.5677391886711121,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_12241.JPEG,n01440764,0,tench,0,tench,0.4376892149448395,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_12250.JPEG,n01440764,0,tench,0,tench,0.4512419104576111,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_12291.JPEG,n01440764,0,tench,0,tench,0.74590665102005,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_1232.JPEG,n01440764,0,tench,0,tench,0.4258915185928345,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_12362.JPEG,n01440764,0,tench,0,tench,0.5756458044052124,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_12502.JPEG,n01440764,0,tench,0,tench,0.6582993268966675,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_12571.JPEG,n01440764,0,tench,0,tench,0.553932249546051,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_12572.JPEG,n01440764,0,tench,0,tench,0.4717038571834564,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_12620.JPEG,n01440764,0,tench,0,tench,0.48584800958633423,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_12632.JPEG,n01440764,0,tench,0,tench,0.3924163281917572,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_12702.JPEG,n01440764,0,tench,0,tench,0.5247102379798889,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_1272.JPEG,n01440764,0,tench,0,tench,0.48292481899261475,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_12732.JPEG,n01440764,0,tench,0,tench,0.5312463045120239,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_12881.JPEG,n01440764,0,tench,0,tench,0.4339146018028259,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_12950.JPEG,n01440764,0,tench,0,tench,0.4907650649547577,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_12971.JPEG,n01440764,0,tench,0,tench,0.42526400089263916,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_12972.JPEG,n01440764,0,tench,0,tench,0.372602641582489,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_1302.JPEG,n01440764,0,tench,0,tench,0.41974911093711853,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_13051.JPEG,n01440764,0,tench,0,tench,0.4764985740184784,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_1310.JPEG,n01440764,0,tench,0,tench,0.5095626711845398,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_13122.JPEG,n01440764,0,tench,0,tench,0.34815713763237,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_13161.JPEG,n01440764,0,tench,0,tench,0.4170183539390564,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_13251.JPEG,n01440764,0,tench,0,tench,0.5511208176612854,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_13360.JPEG,n01440764,0,tench,0,tench,0.34662339091300964,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_13452.JPEG,n01440764,0,tench,0,tench,0.5055187940597534,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_13581.JPEG,n01440764,0,tench,0,tench,0.44341108202934265,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_13602.JPEG,n01440764,0,tench,0,tench,0.4307655692100525,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_13702.JPEG,n01440764,0,tench,0,tench,0.4438210427761078,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_13751.JPEG,n01440764,0,tench,0,tench,0.4185454249382019,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_13770.JPEG,n01440764,0,tench,0,tench,0.4320685863494873,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_13801.JPEG,n01440764,0,tench,0,tench,0.3676585555076599,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_13821.JPEG,n01440764,0,tench,0,tench,0.44499996304512024,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_13842.JPEG,n01440764,0,tench,0,tench,0.43559619784355164,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_13860.JPEG,n01440764,0,tench,0,tench,0.39198026061058044,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_141.JPEG,n01440764,0,tench,0,tench,0.40106964111328125,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_14150.JPEG,n01440764,0,tench,0,tench,0.5187243223190308,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_14162.JPEG,n01440764,0,tench,0,tench,0.4083128273487091,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_14172.JPEG,n01440764,0,tench,0,tench,0.5621428489685059,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_14190.JPEG,n01440764,0,tench,389,barracouta,0.1351291835308075,False
imagenette,data/imagenette2-320/val/n01440764/n01440764_14232.JPEG,n01440764,0,tench,0,tench,0.6307216286659241,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_14280.JPEG,n01440764,0,tench,0,tench,0.5092759728431702,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_14310.JPEG,n01440764,0,tench,0,tench,0.48908814787864685,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_14341.JPEG,n01440764,0,tench,0,tench,0.4995419979095459,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_14342.JPEG,n01440764,0,tench,0,tench,0.4091070592403412,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_14402.JPEG,n01440764,0,tench,0,tench,0.5151345729827881,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_14411.JPEG,n01440764,0,tench,0,tench,0.5420297980308533,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_14490.JPEG,n01440764,0,tench,0,tench,0.4688613712787628,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_14530.JPEG,n01440764,0,tench,0,tench,0.5215499401092529,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_14650.JPEG,n01440764,0,tench,0,tench,0.2760012149810791,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_14731.JPEG,n01440764,0,tench,0,tench,0.4051491320133209,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_14771.JPEG,n01440764,0,tench,0,tench,0.4029639661312103,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_14790.JPEG,n01440764,0,tench,0,tench,0.4103582799434662,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_14802.JPEG,n01440764,0,tench,0,tench,0.4004810154438019,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_14891.JPEG,n01440764,0,tench,0,tench,0.645155131816864,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_15071.JPEG,n01440764,0,tench,0,tench,0.513009250164032,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_15081.JPEG,n01440764,0,tench,0,tench,0.5068560838699341,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_1552.JPEG,n01440764,0,tench,0,tench,0.5833316445350647,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_15560.JPEG,n01440764,0,tench,0,tench,0.6029639840126038,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_1561.JPEG,n01440764,0,tench,0,tench,0.4978725016117096,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_16051.JPEG,n01440764,0,tench,0,tench,0.4747742712497711,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_16072.JPEG,n01440764,0,tench,0,tench,0.5231689214706421,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_16090.JPEG,n01440764,0,tench,0,tench,0.48229366540908813,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_16192.JPEG,n01440764,0,tench,0,tench,0.39093777537345886,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_16220.JPEG,n01440764,0,tench,0,tench,0.4685582220554352,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_16982.JPEG,n01440764,0,tench,0,tench,0.4543028771877289,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_17050.JPEG,n01440764,0,tench,0,tench,0.6281709671020508,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_172.JPEG,n01440764,0,tench,0,tench,0.3999253511428833,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_17501.JPEG,n01440764,0,tench,0,tench,0.542304277420044,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_1770.JPEG,n01440764,0,tench,0,tench,0.4484862685203552,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_17782.JPEG,n01440764,0,tench,0,tench,0.36261221766471863,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_17921.JPEG,n01440764,0,tench,0,tench,0.5635021328926086,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_18220.JPEG,n01440764,0,tench,0,tench,0.30740609765052795,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_18592.JPEG,n01440764,0,tench,0,tench,0.48173630237579346,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_190.JPEG,n01440764,0,tench,0,tench,0.5817323327064514,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_192.JPEG,n01440764,0,tench,0,tench,0.5189574360847473,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_19302.JPEG,n01440764,0,tench,0,tench,0.43558818101882935,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_1951.JPEG,n01440764,0,tench,0,tench,0.44006869196891785,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_19661.JPEG,n01440764,0,tench,0,tench,0.542862594127655,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_1980.JPEG,n01440764,0,tench,0,tench,0.399623304605484,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_200.JPEG,n01440764,0,tench,0,tench,0.5218188762664795,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_2001.JPEG,n01440764,0,tench,0,tench,0.5819802284240723,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_2002.JPEG,n01440764,0,tench,0,tench,0.5879988074302673,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_20451.JPEG,n01440764,0,tench,0,tench,0.3593200445175171,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_20592.JPEG,n01440764,0,tench,0,tench,0.2454974353313446,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_20650.JPEG,n01440764,0,tench,0,tench,0.528627872467041,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_20922.JPEG,n01440764,0,tench,0,tench,0.42080602049827576,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_2102.JPEG,n01440764,0,tench,0,tench,0.44519561529159546,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_21052.JPEG,n01440764,0,tench,0,tench,0.3749672472476959,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_21161.JPEG,n01440764,0,tench,0,tench,0.3975405693054199,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_21191.JPEG,n01440764,0,tench,0,tench,0.39975666999816895,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_2121.JPEG,n01440764,0,tench,0,tench,0.5008556246757507,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_2162.JPEG,n01440764,0,tench,0,tench,0.6232655644416809,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_21790.JPEG,n01440764,0,tench,0,tench,0.5071578621864319,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_2221.JPEG,n01440764,0,tench,0,tench,0.4431382417678833,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_2271.JPEG,n01440764,0,tench,0,tench,0.48132017254829407,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_2290.JPEG,n01440764,0,tench,0,tench,0.5021480917930603,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_23111.JPEG,n01440764,0,tench,0,tench,0.6524194478988647,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_24502.JPEG,n01440764,0,tench,0,tench,0.5428545475006104,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_2490.JPEG,n01440764,0,tench,0,tench,0.5568262934684753,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_25090.JPEG,n01440764,0,tench,0,tench,0.44538792967796326,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_25361.JPEG,n01440764,0,tench,0,tench,0.5702626705169678,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_25370.JPEG,n01440764,0,tench,0,tench,0.46512171626091003,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_261.JPEG,n01440764,0,tench,0,tench,0.551401674747467,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_26320.JPEG,n01440764,0,tench,0,tench,0.5372405052185059,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_26541.JPEG,n01440764,0,tench,0,tench,0.49448564648628235,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_26631.JPEG,n01440764,0,tench,0,tench,0.507412850856781,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_26892.JPEG,n01440764,0,tench,0,tench,0.4945046007633209,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_2690.JPEG,n01440764,0,tench,0,tench,0.4803827702999115,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_27042.JPEG,n01440764,0,tench,0,tench,0.5293452143669128,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_2742.JPEG,n01440764,0,tench,0,tench,0.655842125415802,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_27422.JPEG,n01440764,0,tench,0,tench,0.4897040128707886,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_27451.JPEG,n01440764,0,tench,0,tench,0.4489227831363678,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_2751.JPEG,n01440764,0,tench,0,tench,0.5849480032920837,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_27530.JPEG,n01440764,0,tench,389,barracouta,0.22282907366752625,False
imagenette,data/imagenette2-320/val/n01440764/n01440764_27811.JPEG,n01440764,0,tench,0,tench,0.15164481103420258,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_292.JPEG,n01440764,0,tench,0,tench,0.3216782212257385,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_2920.JPEG,n01440764,0,tench,0,tench,0.5288950800895691,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_2921.JPEG,n01440764,0,tench,0,tench,0.5098526477813721,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_29551.JPEG,n01440764,0,tench,0,tench,0.5134418606758118,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_29670.JPEG,n01440764,0,tench,0,tench,0.6787575483322144,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_29681.JPEG,n01440764,0,tench,0,tench,0.2236069142818451,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_29712.JPEG,n01440764,0,tench,0,tench,0.5408651232719421,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_29731.JPEG,n01440764,0,tench,0,tench,0.5814752578735352,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_3011.JPEG,n01440764,0,tench,0,tench,0.5840339660644531,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_30331.JPEG,n01440764,0,tench,0,tench,0.5030394196510315,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_3070.JPEG,n01440764,0,tench,0,tench,0.6551156640052795,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_30782.JPEG,n01440764,0,tench,0,tench,0.44083482027053833,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_31170.JPEG,n01440764,0,tench,0,tench,0.448613703250885,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_3151.JPEG,n01440764,0,tench,0,tench,0.5176211595535278,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_3172.JPEG,n01440764,0,tench,0,tench,0.4866625964641571,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_320.JPEG,n01440764,0,tench,0,tench,0.42706790566444397,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_3202.JPEG,n01440764,0,tench,0,tench,0.5779294967651367,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_32420.JPEG,n01440764,0,tench,0,tench,0.5650687217712402,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_3251.JPEG,n01440764,0,tench,0,tench,0.3032912015914917,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_3271.JPEG,n01440764,0,tench,0,tench,0.4350438117980957,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_3281.JPEG,n01440764,0,tench,0,tench,0.5382733345031738,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_341.JPEG,n01440764,0,tench,0,tench,0.6109220385551453,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_3421.JPEG,n01440764,0,tench,0,tench,0.3225020170211792,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_3432.JPEG,n01440764,0,tench,0,tench,0.5132918357849121,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_3560.JPEG,n01440764,0,tench,0,tench,0.48570409417152405,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_3712.JPEG,n01440764,0,tench,0,tench,0.40593430399894714,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_3760.JPEG,n01440764,0,tench,0,tench,0.6456241011619568,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_3761.JPEG,n01440764,0,tench,0,tench,0.6112984418869019,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_3781.JPEG,n01440764,0,tench,0,tench,0.39763087034225464,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_3782.JPEG,n01440764,0,tench,0,tench,0.5524948835372925,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_421.JPEG,n01440764,0,tench,0,tench,0.5851240754127502,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_4221.JPEG,n01440764,0,tench,0,tench,0.18309791386127472,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_4260.JPEG,n01440764,0,tench,0,tench,0.5363128185272217,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_4341.JPEG,n01440764,0,tench,0,tench,0.5458067655563354,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_4360.JPEG,n01440764,0,tench,0,tench,0.49053966999053955,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_4490.JPEG,n01440764,0,tench,0,tench,0.44530540704727173,True
imagenette,data/imagenette2-320/val/n01440764/n01440764_451.JPEG,n01440764,0,tench,0,tench,0.6106401681900024,True
